usdot_number,prefix,docket_number,legal_name,dba_name,city,state
3730214,MC,1316472,MDM TRANSPORTATION LLC,,JACKSON,NJ
1207883,MC,480617,MDMY LLC,,PLEASANTVILLE,NJ
3187080,MC,132214,MDN TRANSPORT LLC,,NEWARK,NJ
4032449,MC,1524041,MDO TRUCKING LLC,,UNION CITY,NJ
2555370,MC,891184,MDO2000 TRUCKING CORPORATION,,SECAUCUS,NJ
2909403,MC,979896,MDR FREIGHT INC,,LODI,NJ
2398448,MC,824718,MDR GLOBAL TRANSPORT LLC,,TEANECK,NJ
2213364,MC,188644,"MDS (ATLANTIC), INC.",,JERSEY CITY,NJ
,MC,199354,MDS COURIER SERVICE,,OLDBRIDGE,NJ
3723358,MC,1311455,MDS TRANSPORT LLC,,ORANGE,NJ
3802833,MC,1369430,MDS TRUCKING LLC,,EAST ORANGE,NJ
2456635,MC,848413,MDS&GL TRUCKING INC,,NEWARK,NJ
2002528,MC,994171,MDY AUTO TRANSPORTATION LLC,,ENGLEWOOD,NJ
3628080OOS,MC,1241896,ME & MA TRUCKING LLC,,CLIFTON,NJ
3895707,MC,1433637,ME VS ME LLC,,PAULSBORO,NJ
3407212OOS,MC,1097729,MEA TRUCKING LLC,,PEMBERTON,NJ
2909161,MC,979766,MEAD AUTO TRANSPORT LLC,,WILLIAMSTOWN,NJ
804761,MC,358415,"MEADOW DISTRIBUTION SERVICES, INC.",,KEARNY,NJ
693605,MC,321610,"MEADOW TRUCKING, INC.",,SECAUCUS,NJ
982308,MC,168588,"MEADOWLANDS TRANSIT, INC.",,NEWARK,NJ
,MC,781501,MEADOWLANDS TRANSPORTATION BROKERAGE CORPORATION,MEADOWLINK,WOOD RIDGE,NJ
2259052,MC,774905,MEADOWLANDS TRANSPORTATION BROKERGAGE CORPORATION,EZ RIDE,WOOD RIDGE,NJ
2220444,MC,201147,"MEADOWLANDS TRUCKING WAREHOUSING & DISTRIBUTION CO., INC.",,KEARNY,NJ
2788201,MC,929616,MEAN MUGGIN TRUCKING LLC,,WHARTON,NJ
,FF,44860,MEAN MUGGING TRUCKING,,MONROE TWP,NJ
3551550,MC,1189596,MEAN MUGGING TRUCKING LLC,,MONROE TWP,NJ
3513663,MC,1163867,MEATMAN & ETHEL LLC,,PARLIN,NJ
451489,MC,244287,"MEB TRANSPORT, INC.",,MT. HOLLY,NJ
4005214,MC,1506444,MEBANN INC,,VOORHEES,NJ
3159645,MC,109926,MECA TRANSPORT LLC,,GARFIELD,NJ
39632,MC,37127,MECCA & SON TRUCKING CORPORATION,,JERSEY CITY,NJ
3815286,MC,1378500,MECCA GLOBAL DISTRIBUTORS LLP,MECCA GLOBAL DISTRO,AVENEL,NJ
1823279,MC,661585,MECCA TRANSPORT INC,,LINDEN,NJ
2186680OOS,MC,759128,MECCA TRANSPORT LLC,,CLIFTON,NJ
2547176,MC,884636,MECCA WORLDWIDE LOGISTICS LLC,,JERSEY CITY,NJ
2414728,MC,845448,MECFIG TRANSPORT LLC,,BOUNDBROOK,NJ
4122010,MC,1576701,MECHE LOGISTICS INC,,ELMWOOD PARK,NJ
2561228,MC,893660,MECI TRADING LLC,FOUR BROTHERS LOGISTICS,PERTH AMBOY,NJ
864860,MC,380527,MECULA TRANSPORTATION LLC,,DEPTFORD,NJ
3639843,MC,1250285,MED LINES TRANSPORT LLC,,CLIFFSIDE PK,NJ
517652,MC,155035,"MED-X-PRESS,INC.",,ROCKLEIGH,NJ
3635037,MC,1246848,MEDAD TRANSPORTATION AND LOGISTICS LLC,,UNION,NJ
2324537,MC,793521,MEDAK TRUCKING LLC,,EDISON,NJ
1860658,MC,672670,"MEDALLION INTERNATIONAL, LLC",,MT LAUREL,NJ
284624,MC,194763,"MEDALLION LIMOUSINE SERVICE, INC.",,HADDONFIELD,NJ
86734,MC,221460,MEDALLION TRANSPORT & LOGISTICS LLC,,MT LAUREL,NJ
3831194,MC,1389839,MEDALLION TRANSPORT LLC,,MT LAUREL,NJ
1570309,MC,587541,MEDARDO PAZMINO,PAZMINO TRUCKING,UNION CITY,NJ
699198,MC,323735,MEDAYO TOURS INC.,,PASSAIC,NJ
4112438,MC,1571036,MEDEA TRANSPORTATION INC,,MORGANVILLE,NJ
1627210OOS,MC,607368,MEDELLIN TRANSPORT INC,,ELIZABETH,NJ
268350,MC,179491,"MEDFORD AUTO RENTAL, INC.",,KEARNY,NJ
2215724,MC,253750,"MEDFORD TRANSPORT, INC.",,JERSEY CITY,NJ
3453394,MC,1124943,MEDI EXPRESS LLC,,KEARNY,NJ
169138,MC,145338,MEDICAL EMERGENCY TRANSPORTATION CORPORATION,METCOR,MILLBURN,NJ
751816,MC,340234,"MEDICAL LOGISTICS, INC.",MLI,TOTOWA,NJ
313417,MC,274424,MEDICAL PRIORITY COURIER CORP.,,AVENEL,NJ
4098382,MC,1562851,MEDINA LOGISTICS LLC,,NEWARK,NJ
3409453,MC,1293071,MEDINA SERVICE L L C,,GUTTENBERG,NJ
3322719,MC,1057592,MEDINA SERVICES LLC,,BROOKLAWN,NJ
,MC,144728,"MEDINA SHIPPING COMPANY, INC.",,NEWARK,NJ
,MC,270234,MEDINA TRAFFIC SERVICES INC.,,EAST RUTHERFORD,NJ
3564312,MC,1198276,MEDINA TRANS & CLEANING,,KEARNY,NJ
3296776,MC,1044927,MEDINA TRANSPORT LLC,,ELIZABETH,NJ
2880385,MC,966506,MEDINA TRANSPORTATION LLC,,ROSELLE,NJ
3861774,MC,1410953,MEDINA-FARRINGTON,,LAWNSIDE,NJ
3779081,MC,1352138,MEDINAS AUTO TRANSPORT LLC,,NEWARK,NJ
,FF,41187,MEDINAS TRANSPORT,,HADDONFIELD,NJ
3479844,MC,1141688,MEDINAS TRANSPORT LIMITED LIABILITY PARTNERSHIP,,HADDONFIELD,NJ
3851119OOS,MC,1403763,MEDINAS TRANSPORTATION LLC,,VOORHEES,NJ
2308665OOS,MC,788162,MEDITERRANEAN STUCCO CORP,,NEWARK,NJ
4207742,MC,1624354,MEDLEY TRANSPORT LLC,,EGG HARBOR TOWNSHIP,NJ
3923427,MC,1451940,MEDOZA TRUCKING LLC,,HILLSIDE,NJ
1651812,MC,607887,MEDRANO TRUCKING INC,,DOVER,NJ
2540027,MC,883615,MEDUKO TOW LLC,,RAHWAY,NJ
2367643,MC,822539,MEDWAY TRUCKING LLC,,SEWELL,NJ
2791838,MC,931174,MEECO EXPRESS LLC,,CINNAMINSON,NJ
4140238,MC,1587292,MEEKS MANAGEMENT,,SOMERVILLE,NJ
3738505,MC,1322446,MEELEMANN & CO,,PARSIPPANY,NJ
464391,MC,248021,"MEELHEIM'S TRANSFER & STORAGE, INC.",,SOUTH TOMS RIVER,NJ
3390689OOS,MC,1089661,MEENRUSH TRUCKING INC,,CARTERET,NJ
990300,MC,729535,MEEST AMERICA INC,MEEST,PORT READING,NJ
3866589,MC,1414275,MEET THE TRUCKERS LLC,,JERSEY CITY,NJ
2424463OOS,MC,835292,MEF DELIVERY SERVICE LLC,,NORTH BERGEN,NJ
3277364,MC,1035655,MEG LOGISTICS LLC,,EDISON,NJ
568344,MC,277785,"MEG TRANSPORT, INC.",,HADDON HEIGHTS,NJ
2022524,MC,711812,MEGA CARRIER INC,,PARSIPPANY,NJ
1869347,MC,675502,MEGA DISPATCH INC,,LINDEN,NJ
3092268,MC,72610,MEGA EMPIRE INCORPORATED,,KEARNY,NJ
3808188,MC,1373285,MEGA EXPRESS TRANS LLC,,OLD BRIDGE,NJ
3821569,MC,1383051,MEGA FAME LOGISTICS LLC,,BURLINGTON,NJ
1308252,MC,507484,MEGA FREIGHT EXPRESS INC,,JERSEY CITY,NJ
,MC,967996,MEGA HIGHWAY TRANSPORT INC,,STEWARTSVILLE,NJ
2149314,MC,747422,MEGA LOGISTICS LLC,,CARTERET,NJ
3624054,MC,1238987,MEGA MILE FREIGHT INC,,E BRUNSWICK,NJ
3581360,MC,1209840,MEGA MILE LOGISTICS INC,,E BRUNSWICK,NJ
4143241,MC,1589024,MEGA MIX TRUCKING LLC,,ELIZABETHPORT,NJ
3235943,MC,1015470,MEGA MOVING INC,,HILLSIDE,NJ
3352018,MC,1071806,MEGA ONE TRANSPORT LLC,,BELLEVILLE,NJ
2462557,MC,850966,MEGA RELOCATION INC,,UNION,NJ
1849907,MC,669922,MEGA TOURS INC,,FAIRVIEW,NJ
3501388,MC,1155845,MEGA TRANSPORTATION LLC,,FORDS,NJ
1616590,MC,599032,MEGA TRUCKING LLC,,LONG BRANCH,NJ
3809624,MC,1374303,MEGA WAREHOUSE INC,,NEWARK,NJ
2370347,MC,813199,MEGA XPRESS LOGISTICS INC,,ROBBINSVILLE,NJ
3535847,MC,1178784,MEGA-ROAD TRANSPORT LLC,,ROBBINSVILLE,NJ
1759030,MC,643228,MEGABUS NORTHEAST LLC,MEGABUS.COM,ELIZABETH,NJ
2476931,MC,864490,MEGALINE TRUCKING LLC,,CRANFORD,NJ
4122603,MC,1577042,MEGASUL BROKERS EXPRESS LLC,,NEWARK,NJ
1721861,MC,68516,MEGATONE LLC,,TEANECK,NJ
3366544,FF,36050,MEGAVOX,,NEW BRUNSWICK,NJ
3235315,MC,1435622,MEGC DISTRIBUTION LLC,,SECAUCUS,NJ
2384837,MC,815806,MEGOSA SERVICES LLC,,GLOUSTER CITY,NJ
2199975,MC,782346,MEGS TRANSPORTATION LLC,,IRVINGTON,NJ
2557256,MC,891788,MEHACH EXPRESS INC,,BURLINGTON,NJ
4164651,MC,1600923,MEHAR TRUCKING,MEHAR TRUCKING,ISELIN,NJ
1960921,MC,695382,MEHEK TRUCKING LIMITED LIABILITY COMPANY,,BORDENTOWN,NJ
1331544,MC,514330,MEHMED HALKIC,,LODI,NJ
1107503OOS,MC,717872,MEHMET A DEMIR,EAGLE TRUCKING,LUMBERTON,NJ
1017487,MC,818029,MEHMET E CIMENDEN,GAZI TRUCKING CO,PATERSON,NJ
3195200,MC,147643,MEHMET KOCACAL,,CLIFTON,NJ
1043034,MC,577654,MEHMET KOSE,METRO TRANSPORTATION,LITTLE FERRY,NJ
3804292,MC,1370462,MEHTAB CARRIER INC,,AVENEL,NJ
3419769,MC,1105137,MEI TRANSPORT CORP,,EAST BRUNSWICK,NJ
2075569,MC,725608,MEIGHOO TRUCKING INC,,WAYNE,NJ
885659,MC,386481,MEINA TOURS INC.,,FAIRVIEW,NJ
3310692,MC,1051563,MEIRELES LOGISTICS L L C,,MILLINGTON,NJ
4053127,MC,1536326,MEIYA FREIGHT LLC,,EDISON,NJ
4053127,FF,59498,MEIYA FREIGHT LLC,,EDISON,NJ
3920728,MC,1450117,MEIYA TRANSLOAD INC,,EDISON,NJ
3825750,MC,1385983,MEIYA TRUCKING INC,,EDISON,NJ
1081955,MC,448642,"MEJ WAREHOUSING, INC.",,HAMMONTON,NJ
3494697,MC,1151375,MEJAVEG LLC,,PLAINSBORO,NJ
,FF,41896,MEJAVEG LLC,,PRINCETON JCT,NJ
3962589,MC,1478264,MEJIA AND BROTHERS TRANSPORTATION LLC,,HAMILTON,NJ
3845018,MC,1399606,MEJIA J ENTERPRISES LLC,,HARRISON,NJ
2790633,MC,931045,MEJIA MARTE TRANSPORT LLC,,ELIZABETH,NJ
4067839,MC,1544757,MEJIA MOBILE MECHANIC LLC,,PLEASANTVILLE,NJ
2119728,MC,825028,MEJIA TRANSPORTATION INC,,NORTH BERGEN,NJ
1509861OOS,MC,566323,MEJIA TRUCKING CORP,,WEST NEW YORK,NJ
3465928,MC,1132894,MEJIA USA TRUCKING LLC,,JERSEY CITY,NJ
4174811,MC,1606402,MEJIA'S ASSOCIATES TRANSPORTATION LLC,,VINELAND,NJ
3096496,MC,74971,MEJIAS LOGISTICS LLC,,ELIZABETHPORT,NJ
3845527,MC,1399961,MEJIAS TRANSPORTATION LLC,,BELLEVILLE,NJ
2957964,MC,3014,MEJIAS TRUCKING LLC,,WEST NEW YORK,NJ
3075185OOS,MC,63466,MEK EXPRESS LLC,,N ARLINGTON,NJ
3235651,MC,1015331,MEK TRANSPORT LLC,,VINELAND,NJ
4039205,MC,1528041,MEK TRANSPORT LLC,,WAYNE,NJ
3201844,MC,1002020,MEKA TRANSPORT LLC,,WOODBURY,NJ
2065805,MC,722440,MEKER LOGISTICS LLC,,HARRISON,NJ
618624,MC,297423,"MEKJ ENTERPRISES, INC.",,NORTH BERGEN,NJ
1537682OOS,MC,572417,MEL & DEAN TRANSPORTATION CORP,,NORTH BERGEN,NJ
,MC,139272,"MEL ENTERPRISES,INC.",,MAYWOOD,NJ
,MC,1238,MEL JOHN DEVELOPERS LLC,,MANAHAWKIN,NJ
2211812,MC,131056,"MEL LOESER ASSOCIATES, INC.",,WEST ORANGE,NJ
3496234OOS,MC,1152360,MEL LOVE TRUCKING LLC,,CAMDEN,NJ
3715024,MC,1305329,MEL TRANSPORTATION LLC,,ELIZABETH,NJ
,MC,179256,"MEL WALKER CHARTER TOURS, INC.",,NUTLEY,NJ
3555448,MC,1192233,MEL'S TRUCKING INC,,N PLAINFIELD,NJ
3207268,MC,1003219,MELAN TRUCKING LLC,,JERSEY CITY,NJ
,MC,405633,MELANIE L. & JOHN J. DUNNIGAN,FINAL TRUCK BROKERS,OLD BRIDGE,NJ
2545658,MC,886156,MELANIE TRANSPORT LLC,,LODI,NJ
3451804,MC,1124005,MELANIE V TRUCKING SERVICE LLC,,ELIZABETH,NJ
1924341,MC,747486,MELANY EXPRESS LLC,,NEWARK,NJ
2893785,MC,972334,MELBOURNE TRUCKING AND LEASING LLC,,WEST BERLIN,NJ
1600045,MC,591894,MELBRAND TRUCKING INC,,MANALAPAN,NJ
2268645,MC,774636,MELENDEZ DISTRIBUTION LLC,,CLOSTER,NJ
,FF,54534,MELENDEZ LOGISTICS L L C,,CAMDEN,NJ
3883196,MC,1425332,MELENDEZ LOGISTICS L L C,,CAMDEN,NJ
4185707,MC,1612301,MELENDEZ TRANSPORT LLC,,PASSAIC,NJ
3566696,MC,1199968,MELENDEZ TRANSPORTATION LLC,,PLEASANTVILLE,NJ
3403975,MC,1096202,MELENDEZ TRUCKING LLC,,NEW BRUNSWICK,NJ
2031570,MC,775067,MELGAR EXPRESS CORP,,WEST NEW YORK,NJ
3389922,MC,1089310,MELGAR EXPRESS LLC,,WEST NEW YORK,NJ
4225843,MC,1634079,MELGAR N TRUCKING LLC,,NEWARK,NJ
1478445,MC,745694,MELIAN TRUCKING CORP,,KEARNY,NJ
4194156,MC,1616837,MELIDA TRANSPORT LLC,,ELIZABETH,NJ
3480729,MC,1142257,MELIKOFF TRANSPORT LLC,,WEST ORANGE,NJ
810391,MC,437585,MELINDA ROSE'S TRANSPORTATION INC.,,BELLEVILLE,NJ
2226920,MC,392890,MELINI TRANSPORTATION INC.,,VINELAND,NJ
1828450,MC,691427,MELISSA CEPEDA AND FRANK CAMPBELL,FM TRANSPORT,WILLINGBORO,NJ
2249027,MC,749827,MELISSA GRIFO,GRIFO AUTO TRANSPORT,BELLEVILLE,NJ
2274383,MC,776833,MELISSA LOGISTIC LLC,,WEST NEW YORK,NJ
457219,MC,246088,"MELISSA TRANSPORT, INC.",,UNION CITY,NJ
1993906,MC,705511,MELISSA YOUNG,B AND M AUTOMOTIVE,SWEDESBORO,NJ
3873441,MC,1418858,MELLA TRUCKING CORP,,PALISADES PARK,NJ
3198114,MC,161576,MELMART LLC,,ELMWOOD PARK,NJ
3769812,MC,1345268,MELMELADA TRUCKING LLC,,CAMDEN,NJ
39653,MC,1423,"MELNI BUS SERVICE, INC.",,CHATHAM,NJ
4058044,MC,1539215,MELNYCH TRANSPORTATION LLC,,TEANECK,NJ
687801,MC,303500,MELO EXPRES INC.,,PASSAIC,NJ
2560430,MC,893298,MELO EXPRESS LLC,,PASSAIC,NJ
3828510,MC,1387918,MELO TRANSPORT AND LOGISTICS,,UNION,NJ
3696267,MC,1291514,MELO TRANSPORTATION,MELO TRANSPORTATION LLC,PENNSAUKEN,NJ
3052595,MC,50639,MELO TRUCKING CORP,,CHERRY HILL,NJ
3923721,MC,1452124,MELO XPRESS LLC,,NEWARK,NJ
3715591,MC,1305773,MELON TRUCKING LLC,,FLORENCE,NJ
1668363,MC,613252,MELONI DELIVERY INC,,EAST BRUNSWICK,NJ
,MC,156894,"MELRHO, INC.",,COLTS NECK,NJ
4129147,MC,1580798,MELROSE COMPANIES LLC,,MIDDLESEX,NJ
3399357,MC,1093912,MELTZ MODAL LLC,,NEWARK,NJ
2370500,MC,816586,MELVIN A HERNANDEZ,,JERSEY CITY,NJ
1848809OOS,MC,669554,MELVIN BEAM & SON LLC,,GLEN GARDNER,NJ
539179,MC,343129,"MELVIN BEAM TRUCKING, INC.",,GLEN GARDNER,NJ
947624,MC,407146,MELVIN HARRIS,J & J EXPRESS,JERSEY CITY,NJ
1927949,MC,793242,MELVIN T GIBSON,,JERSEY CITY,NJ
2404256,MC,829232,MEM TRANSPORT LLC,,UNION,NJ
3820455,MC,1382290,MEME TRUCKING INC,,LINDEN,NJ
3958374,MC,1475422,MEMO PROFESSIONAL TRANSPORTATION LIMITED LIABILITY COMPANY,,ELIZABETHPORT,NJ
4087641,MC,1556477,MEMORABLE MOVEMENTS LLC,SPEEDY DISPATCH EXPRESS,WOODLAND PARK,NJ
,FF,25880,MEN AT WORK LANDSCAPING LLC,,WEST CREEK,NJ
3564497,MC,1198413,MEN TRANSPORT LLC,,JERSEY CITY,NJ
3480928,MC,1142390,MEN TRUCKING CORP,,NEWARK,NJ
4017863,MC,1514627,MENA GROUP INC,,PENNSAUKEN,NJ
3117662,MC,86195,MENA TRANSPORT LLC,,N ARLINGTON,NJ
625744,MC,299029,"MENA TRUCKING, INC.",,JERSEY CITY,NJ
17185,MC,88071,MENANTICO TRANSPORT CO INC,,TUCKAHOE,NJ
17185,MC,138016,MENANTICO TRANSPORT CO INC,,TUCKAHOE,NJ
4122389,MC,1576923,MENAR & SON LLC,,EDISON,NJ
3988539,MC,1495552,MENARD TRANSPORT INC,,MAPLEWOOD,NJ
1341841,MC,517007,MENDERES ALMALI,ALMALI TRANSPORTATION,CHERRY HILL,NJ
4108134,MC,1568523,MENDES EXPRESS LLC,,LODI,NJ
2463615,MC,851373,MENDEZ & SONS DELIVERY SERVICES LLC,,DOVER,NJ
3557579OOS,MC,1193695,MENDEZ & SONS TRANSPORT LLC,,GIBBSTOWN,NJ
3482162,MC,1143209,MENDEZ - VASQUEZ LLC,,UNION CITY,NJ
1866281,MC,684617,MENDEZ AUTO REPAIRS LLC,,CAMDEN,NJ
4010083,MC,1509622,MENDEZ DELIVERY SERVICE LLC,,RAHWAY,NJ
4047466,MC,1532955,MENDEZ EXPRESS TRANSPORTATION LLC,,RANDOLPH,NJ
3631320,MC,1244138,MENDEZ LOGISTICS LLC,,DELANCO,NJ
3145450,MC,101900,MENDEZ OLAVE MOVING LLC,,SADDLE BROOK,NJ
3656891,MC,1262919,MENDEZ TRANSPORTATION LLC,,NEWARK,NJ
1445326,MC,740481,MENDEZ TRUCKING INC,,BELLEVILLE,NJ
2057075,MC,890657,MENDIETA AND SONS ENTERPRISE INC,,HACKETTSTOWN,NJ
2451314,MC,849192,MENDOZA A M LLC,,FAIRVIEW,NJ
3045404,MC,46913,MENDOZA HERRERA SERVICE LLC,,UNION CITY,NJ
1999406,MC,712962,MENDOZA TRANSPORT LLC,,UNION CITY,NJ
3511476,MC,1162439,MENDOZA TRANSPORTATION LLC,,EGG HBR TWP,NJ
2907117,MC,978633,MENDOZA TRANSPORTATION LLC,,EGG HBR TWP,NJ
3706051,FF,50634,MENDOZA'S TRUCKING LLC,,JERSEY CITY,NJ
3129147,MC,92159,MENESES LOGISTICS LLC,,DUMONT,NJ
4028938,MC,1521610,MENESES TRUCKING LLC,,ENGLEWOOD,NJ
4187173,MC,1613072,MENJIVAR CAPITAL,,FAIRVIEW,NJ
4213628,MC,1627524,MENJIVAR LOGISTICS LLC,,FAIRVIEW,NJ
3536897,MC,1179457,MENOL TRUCKING LLC,,SOUTH AMBOY,NJ
1474761,MC,562517,MENOSCAR FERNANDEZ,,WEST NEW YORK,NJ
,FF,6150,MENOSCAR FERNANDEZ,,WEST NEW YORK,NJ
3255697,MC,1025470,MENTORS LOGISTICS LLC,,LINDEN,NJ
4124686,MC,1578224,MEP DELIVERES LLC,,PLAINFIELD,NJ
2862909,MC,959481,MER TRUCKING LLC,,UNION CITY,NJ
1750462,MC,640736,MERA & MARTINEZ TRANSPORT LP,,NORTH PLAINFIELD,NJ
3283746,MC,1038629,MERA FREIGHT LOGISTICS CO,,EAST ORANGE,NJ
4192516,MC,1616001,MERASA TRANSPORT LLC,,LINDEN,NJ
3164687,MC,120746,MERC TRUCKING LLC,,RINGWOOD,NJ
2525443OOS,MC,877105,MERCADO LOGISTICS CORPORATION,,NEWARK,NJ
3828876,MC,1388202,MERCADO TOWING LLC,,PROSPECT PARK,NJ
3526857,MC,1172654,MERCALIA TRANS LLC,,PISCATAWAY,NJ
2215758,MC,254450,MERCANTILE LOGISTICS INC.,,PARSIPPANY,NJ
3184510,MC,130007,MERCEDES & SONS TRANSPORTATION LLC,,GARFIELD,NJ
3555497,FF,45067,MERCEDES AND FAMILY LLC,,MAYWOOD,NJ
3555497,MC,1192263,MERCEDES AND FAMILY LLC,,MAYWOOD,NJ
,MC,1265123,MERCEDES ENTERPRISE LLC,,CLIFTON,NJ
3660552,MC,1265371,MERCEDES ENTERPRISES CORP,,BAYONNE,NJ
3769592,MC,1345123,MERCEDES STAR TRANSPORT CORP,,BURLINGTON,NJ
4111759,MC,1570661,MERCER BROTHERS LLC,,TRENTON,NJ
17190,MC,8504,MERCER METRO,,TRENTON,NJ
971235,MC,923076,MERCER WAY LOGISTIC CORPORATION,,MOORESTOWN,NJ
2443558,MC,894580,MERCHAN TRUCKING CORP,,NEWARK,NJ
106284,MC,78276,"MERCHANTS ASSEMBLY CORP.,",,JERSEY CITY,NJ
1306886,MC,505300,MERCHANTS CHOICE TRANSPORTATION CORP.,,WOODBRIDGE,NJ
,FF,4943,MERCHANTS CHOICE TRANSPORTATION CORP.,,NEWARK,NJ
288844,MC,199297,MERCURY AIRFREIGHT INTERNATIONAL LTD. INC.,,AVENEL,NJ
,MC,978324,MERCURY CONTAINER DRAYAGE LLC,,DAYTON,NJ
551403,MC,272853,"MERCURY COURIER, INC.",,BERLIN,NJ
2374333OOS,MC,814866,MERCURY ENVIRONMENTAL TRANSPORT LLC,,MORGANVILLE,NJ
4088637,MC,1557049,MERCURY LOGISTICS LLC,,MILLSTONE TWP,NJ
3771846OOS,MC,1346800,MERCURY NATIONAL LOGISTICS LLC,,ROSELLE,NJ
3196636,MC,153045,MERCURY RESTORATION INC,,KEYPORT,NJ
1825162OOS,MC,662281,MERCURY TOURS INCORPORATED,,NORTH ARLINGTON,NJ
1315367,MC,509623,MERCURY TRANSPORT INC,,UNION,NJ
1356546,MC,520352,MERCURY TRANSPORTATION INC.,WORLD LOGISTICS USA,NEWARK,NJ
4041061,MC,1529187,MERCURY XPEDITED LOGISTICS FREIGHT DISPATCHING SERVICE LLC,MXL FREIGHT,MOUNT HOLLY,NJ
3681201,MC,1280491,MERCY LOGISTICS LLC,,LAWRENCE,NJ
3064476,MC,57168,MERCY TRANSPORATION SERVICES LLC,,NORTH BERGEN,NJ
4097249,MC,1562218,MERCY TRANSPORTATION INC,,MONMOUTH JCT,NJ
2840947,MC,951401,MERCY TRANSPORTATION INC.,,MONMOUTH JCT,NJ
4065886,MC,1543671,MERCYLAND ENTERPRISES LLC,,EAST ORANGE,NJ
1809239,MC,657450,MEREDITH BOWDEN,METRO FLOORING SUPPLIES,CHATHAM,NJ
2534706,MC,881245,MERENCIANA LLC,,PERTH AMBOY,NJ
3452934,MC,1124677,MERGE DISTRICT LLC,,CLIFTON,NJ
489306,MC,657006,MERGER TOWING INC,ABC TOWING,FORT LEE,NJ
2144084,MC,746507,MERHI & SOLOMON TEAM FREIGHT TRANSPORTATION LLC,,IRVINGTON,NJ
180111,MC,147142,"MERIC TRUCKING & LEASING, CORPORATION",,CLIFTON,NJ
3902638,MC,1438204,MERICA TRANSPORTATION LLC,,PATERSON,NJ
2112007,MC,841512,MERIDIAN INTERNATIONAL MOVERS INC,,CARLSTADT,NJ
3308974OOS,MC,1053965,MERIDIAN LOGISTICS GROUP LTD,,PARSIPPANY,NJ
3308974OOS,FF,42816,MERIDIAN LOGISTICS GROUP LTD,,PARSIPPANY,NJ
,FF,31646,MERIDIAN PLUMBING & HEATING LLC,,FRANKLIN LKS,NJ
2944303,MC,996338,MERIDIAN SOLUTIONS LLC,,ELMER,NJ
,FF,9089,MERIDIAN TRANSPORTATION AND LOGISTICS LLC,,LITTLE FALLS,NJ
1952896,MC,693779,MERIDIAN TRANSPORTATION AND LOGISTICS LLC,,LITTLE FALLS,NJ
,MC,693839,MERIDIAN TRANSPORTATION AND LOGISTICS LLC,,LITTLE FALLS,NJ
3524932,MC,1171372,MERIDIEN LOGISTICS LLC,,ROSELLE,NJ
3354083,MC,1073677,MERIDIEN XPRESS HAULING LLC,,ROSELLE,NJ
1802498,MC,656352,MERIDO ALMANZAR,,PERTH AMBOY,NJ
3272749,MC,1033485,MERINO TRUCKING LLC,,NEWARK,NJ
,MC,116209,MERIT TRANSPORT CORP,,JERSEY CITY,NJ
961752,MC,410366,MERITEX LLC,,PISCATAWAY,NJ
3203854,MC,195281,MERKABAH TRANSPORTATION LLC,,LAKEWOOD,NJ
3977040,MC,1487874,MERKAY LLC,MERKAY,LITTLE FALLS,NJ
3977040,FF,57334,MERKAY LLC,MERKAY,LITTLE FALLS,NJ
3823163,MC,1384127,MERKRIG EXPRESS LLC,,PATERSON,NJ
3385273OOS,MC,1528491,MERLIAH TRANSPORT CORP,,BELLEVILE,NJ
3749549OOS,MC,1330518,MERLIN LOGISTICS LLC,,ORANGE,NJ
3170060,MC,120690,MERLOS DELIVERY SERVICE LLC,,WEST NEW YORK,NJ
2453224,MC,847006,MERLYNN ARGUETA,DMD TRANSPORT,WEST NEW YORK,NJ
4215434,MC,1628451,MERMELADA TRUCKING LLC,,CAMDEN,NJ
3680042,MC,1279555,MERO & SONS TRANSPORTATION LLC,,ELIZABETHPORT,NJ
3523566,MC,1170452,MERO'S HOUSE REPAIRS LLC,MERO'S HOUSE REPAIRS LLC,DOVER,NJ
186991,MC,152789,"MEROLA ENTERPRISES, INC.",,KEARNY,NJ
,MC,189839,"MERRILL F. KING, INC.",,NEWARK,NJ
3385800,MC,1087365,MERRITT LOGISTICS LLC,,TRENTON,NJ
3591357,MC,1216577,MERRITT TRANSPORT LLC,,EWING,NJ
39685,MC,220130,MERSE BROTHERS TRUCKING INC,,PATERSON,NJ
2298752,MC,784977,MERT DELIVERY LIMITED LIABILITY COMPANY,,EDGEWATER PARK,NJ
1507295,MC,650024,MERT TRANSPORT LLC,,BELLMAWR,NJ
773180,MC,888857,MERT TRUCKING INC,,MOORESTOWN,NJ
1613319,MC,596448,MERVILLE J. HOLTON,HOLTONS HAULER,BROWNSMILLS,NJ
3608750,MC,1228442,MERVILUS TRANSPORTATION LLC,,NEWARK,NJ
3806788,MC,1372254,MERY ENTERPRISE 1 INC,,NEWARK,NJ
3875749,MC,1420364,MERY ENTERPRISE 2 LLC,,NEWARK,NJ
3700969,MC,1294938,MERY ENTERPRISE LLC,,ANDOVER,NJ
1080016,MC,455413,MERY J TRANSPORT CORP,,UNION CITY,NJ
,MC,958008,MERY JOE TRANSPORT LLC,,WILLINGBORO,NJ
1846647,MC,668864,MES HOLDINGS INC,,MORGANVILLE,NJ
1659912,MC,610514,MESA TRANSPORT INC,,LODI,NJ
2798841,MC,938225,MESA TRUCKING LLC,,BOGOTA,NJ
17199,MC,119364,"MESDAY TRUCKING SERVICE, INC.",,MERCERVILLE,NJ
